t_ms,t_sec_rel,q_w,q_x,q_y,q_z,roll_deg,pitch_deg,yaw_deg
,13.685,0.2449490462515326,0.6663357943058507,-0.7033072215550266,-0.03681746970942459,156.67772797402145,-17.18651863747622,-89.51979358023152
,13.69,0.2456950814968193,0.6659285910221804,-0.7034295735874021,-0.03687646390491757,156.61131419939193,-17.25015685787166,-89.54080273958795
,13.695,0.24643230837647562,0.6655232152279987,-0.7035521447925848,-0.036937067270998845,156.5455386535029,-17.31297070621943,-89.561883448339
,13.7,0.2471608738972281,0.6651196366901757,-0.7036749467514579,-0.03699919752940789,156.48039588052072,-17.374978747990905,-89.58303686954942
,13.705,0.2478809234081229,0.6647178252673924,-0.7037979904948715,-0.03706277320311571,156.41588048012298,-17.436199352070588,-89.60426408303377
,13.71,0.24848651985004852,0.6645918153437229,-0.7037050439987002,-0.03703214119834429,156.3634160459307,-17.487631875869408,-89.58816164298642
,13.715,0.2490849209468049,0.664467289749055,-0.7036126026710956,-0.03700308599125637,156.31143144050506,-17.53833867006239,-89.57215320201799
,13.72,0.24967623109721893,0.6643442267778872,-0.7035206725016075,-0.03697555050117729,156.25992328786293,-17.588333265312336,-89.55623941259462
,13.725,0.2502605536280201,0.6642226048077516,-0.7034292591398345,-0.03694947829382438,156.20888821974134,-17.637629048671524,-89.54042087441759
,13.73,0.2508379907865823,0.6641024023090732,-0.7033383679045448,-0.03692481359247982,156.15832287591059,-17.68623926194434,-89.5246981358159
,13.735,0.2514086437328133,0.6639835978551832,-0.7032480037925788,-0.03690150129014711,156.1082239044879,-17.734176999900825,-89.50907169512999
,13.74,0.2519911029344388,0.664396036969491,-0.7026315843619667,-0.03724576161272657,156.0146129460993,-17.73542054335116,-89.40787320327053
,13.745,0.25256881117578617,0.6648081575528766,-0.7020160499639786,-0.037584236926837065,155.92188718916415,-17.736633311482663,-89.30688871852887
,13.75,0.25314186548403206,0.6652199490139762,-0.7014013990098725,-0.03791692023491329,155.83003863142022,-17.73782619087899,-89.20611580903777
,13.755,0.25371035853201873,0.6656314021094134,-0.7007876294581711,-0.03824380862058273,155.7390592720419,-17.7390093240312,-89.10555201029916
,13.76,0.25427437880304815,0.6660425088720681,-0.7001747388418319,-0.03856490305313276,155.64894111792626,-17.740192140236708,-89.00519483189079
,13.765,0.25483401076203016,0.6664532625382563,-0.6995627242945549,-0.03888020818658161,155.55967618956,-17.74138338747684,-88.90504176365356
,13.77,0.2556137312084244,0.6671862372818048,-0.6985541155041078,-0.03932293111821959,155.43112385995255,-17.737024753676543,-88.73954255477183
,13.775,0.2563873945028249,0.6679182265976382,-0.6975457630087937,-0.03975745247369701,155.30375322501524,-17.732562263914662,-88.57429826755428
,13.78,0.2571551438792274,0.6686492137096083,-0.6965376709659137,-0.040183751782991946,155.1775531314747,-17.728014382003696,-88.40930541815095
,13.785,0.2579171152217025,0.6693791842905921,-0.6955298425321556,-0.04060181598612967,155.05251235354032,-17.723398250979077,-88.24456041974958
,13.79,0.2586734373903731,0.6701081263036986,-0.6945222799274746,-0.041011639015498536,154.92861961086584,-17.71872975684245,-88.08005959977993
,13.795,0.25942423256006386,0.6708360298428613,-0.6935149844964164,-0.04141322136981213,154.80586358514987,-17.71402359409272,-87.9157992156384
,13.8,0.25978202482921586,0.6714165646797984,-0.6927629086129822,-0.04233968232393385,154.68341061409564,-17.64266373045826,-87.8005078580223
,13.805,0.2601398706356069,0.6719944305932312,-0.692011559205795,-0.043251992820368866,154.56225241354215,-17.572322171852118,-87.68559872735005
,13.81,0.2604977613959393,0.6725696831865069,-0.6912609406628601,-0.04415030554824929,154.44237205938958,-17.50298831743683,-87.57106146222662
,13.815,0.26085568727092756,0.6731423773496931,-0.6905110567117236,-0.04503477315668959,154.3237528838798,-17.434651401759552,-87.45688595385135
,13.82,0.26121363738806314,0.673712567195817,-0.6897619104492133,-0.045905548012965695,154.20637847208505,-17.367300535501276,-87.34306234071673
,13.825,0.2615716000265039,0.6742803060119874,-0.6890135043693355,-0.046762782002818575,154.0902326582841,-17.30092473944813,-87.22958100325755
,13.83,0.26197902354941444,0.6745557489509744,-0.688569139988495,-0.04705392898355976,154.0207679222514,-17.295527534889665,-87.1593872978519
,13.835,0.26238383807416277,0.674830765406832,-0.6881258021397674,-0.04733962407331291,153.95198516840335,-17.290328614796604,-87.08936584885817
,13.84,0.2627860687371735,0.6751053638248008,-0.6876834834831452,-0.04761991555149555,153.88387770273306,-17.28532699520577,-87.0195142471931
,13.845,0.2631857398380891,0.6753795526727112,-0.687242176630001,-0.0478948518981421,153.81643889894272,-17.280521588163456,-86.94983012170974
,13.85,0.2635828748840613,0.675653340428586,-0.6868018741480001,-0.04816448175098443,153.7496621981223,-17.275911209389147,-86.8803111389421
,13.855,0.26397749663154946,0.6759267355692077,-0.6863625685657591,-0.04842885386532012,153.6835411083948,-17.271494585487357,-86.81095500281414
,13.86,0.26529542010833373,0.6763989611088644,-0.6854001299192635,-0.04826434902749937,153.55506035950071,-17.360035161183845,-86.64873673234897
,13.865,0.2666023032663925,0.6768713338016847,-0.6844378236695732,-0.048096516516697926,153.4274751707076,-17.447698753403518,-86.48655637026434
,13.87,0.2678983390324856,0.6773438362687402,-0.6834756575168216,-0.04792528554249597,153.30077860123458,-17.534510729905602,-86.324414418458
,13.875,0.2691837120905253,0.6778164529706409,-0.6825136379987131,-0.047750593433231195,153.1749636209378,-17.62049505023606,-86.16231127114081
,13.88,0.2704585992678564,0.6782891700934457,-0.6815517705828124,-0.047572385177194074,153.0500231252288,-17.705674336490087,-86.00024722760712
,13.885,0.2717231699242913,0.6787619754343351,-0.6805900597522266,-0.04739061296537907,152.92594994873676,-17.790069944191327,-85.83822250365859
,13.89,0.27205675782988387,0.6790257468864229,-0.6802374338336105,-0.04675670214944521,152.93533162829885,-17.856157543949706,-85.77154537460875
,13.895,0.27238583051953913,0.6792905599602468,-0.679884157615985,-0.04612837200549835,152.94459857466117,-17.9214282576203,-85.70490961743118
,13.9,0.27271045448970455,0.6795564018864723,-0.6795302423507217,-0.04550554249648477,152.95375270690002,-17.98589390647648,-85.63831437510596
,13.905,0.27303069527628354,0.679823259926654,-0.6791756989610199,-0.04488813474022361,152.9627959017554,-18.049566144444455,-85.57175880662301
,13.91,0.27334661746111716,0.6800911213793479,-0.678820538051244,-0.04427607100191306,152.9717299945377,-18.11245645907051,-85.50524208668656
,13.915,0.2736582846785546,0.6803599735859909,-0.6784647699160365,-0.043669274686448885,152.98055678002544,-18.174576172514346,-85.43876340543044
,13.92,0.2734287755675623,0.6804203984879689,-0.6785451980247253,-0.04290920939243538,153.06110139579084,-18.220510328866336,-85.44280332228062
,13.925,0.27319809516467564,0.6804813666231168,-0.6786240480679697,-0.04215817667985788,153.1410462096733,-18.26557082269785,-85.44683971597543
,13.93,0.27296628452446636,0.6805428786125773,-0.6787013381715586,-0.04141607715308847,153.22039482694117,-18.309769170912833,-85.45086935569223
,13.935,0.27273338398844077,0.6806049348353144,-0.6787770861743141,-0.0406828123504139,153.29915084709125,-18.353116768976793,-85.45488910024594
,13.94,0.27249943319693165,0.6806675354363021,-0.6788513096334855,-0.03995828473949791,153.37731786358611,-18.395624891726744,-85.45889589629358
,13.945,0.27226447110092467,0.6807306803344632,-0.6789240258300502,-0.03924239771255039,153.45489946359092,-18.437304694215243,-85.46288677656496
,13.95,0.27312600888430494,0.6808873845511936,-0.6784656630851407,-0.038456427868513214,153.4243777371518,-18.556777402722556,-85.37686122280564
,13.955,0.2739784595593443,0.6810446065180086,-0.6780078027883607,-0.037675814368357194,153.3940659643231,-18.675095847813722,-85.29104928594083
,13.96,0.2748219872293282,0.6812023313224133,-0.6775504540542538,-0.03690042475509371,153.36396358400734,-18.79228438105524,-85.20544897085507
,13.965,0.275656752070419,0.6813605442868655,-0.677093625281981,-0.03613013049516897,153.33406996106908,-18.908366711183255,-85.12005829807984
,13.97,0.27648291031759065,0.6815192310077892,-0.6766373241963726,-0.03536480698716836,153.30438439186238,-19.02336590196653,-85.03487530646952
,13.975,0.27730061426247826,0.6816783773902519,-0.6761815578875582,-0.03460433355809794,153.27490610957545,-19.13730437207782,-84.9498980556527
,13.98,0.27802986201352964,0.6825531547223415,-0.6749815292030412,-0.03493597060396348,153.1516090435337,-19.12551846076208,-84.75561390367896
,13.985,0.27875471976843813,0.6834256567950495,-0.6737819713641743,-0.03525667178963317,153.02957218176545,-19.11402409129902,-84.56164816381562
,13.99,0.2794752133565011,0.6842959145613225,-0.67258287612774,-0.03556657382654028,152.9087796426163,-19.102817328131213,-84.36799479259086
,13.995,0.28019136832909974,0.6851639581781223,-0.6713842350516825,-0.035865811737951885,152.78921576914945,-19.091894253155026,-84.17464787483887
,14.0,0.2809032099627095,0.6860298170247406,-0.6701860395072354,-0.03615451887735161,152.67086512601884,-19.081250966661294,-83.98160162099862
,14.005,0.28161076326191586,0.686893519720727,-0.668988280690606,-0.03643282694685116,152.5537124963711,-19.070883588219235,-83.78885036446417
,14.01,0.2819692366182424,0.6876724289794512,-0.6679695805706266,-0.037638005456303886,152.404779116259,-18.961243735409525,-83.63782188827219
,14.015,0.28232810086819793,0.6884477406442415,-0.6669507128653401,-0.03882394197412554,152.25759588279624,-18.853006963217652,-83.48726707863615
,14.02,0.28268737465237115,0.6892195258554676,-0.6659316982779798,-0.03999083170328056,152.11213587323692,-18.74616254866788,-83.33716892633524
,14.025,0.28304707281085945,0.6899878551331196,-0.6649125563491699,-0.04113887153548325,151.96837266317652,-18.64069920887822,-83.1875109164984
,14.03,0.2834072068234316,0.6907527982465281,-0.6638933054849985,-0.04226825957304457,151.82628031628542,-18.536605181665124,-83.03827701473453
,14.035,0.283767785193314,0.6915144241066374,-0.6628739629861138,-0.04337919471395194,151.68583337418997,-18.433868295938037,-82.88945165357424
,14.04,0.28345539317178875,0.6916706121155298,-0.6628314797905273,-0.04358019981889439,151.6992722591467,-18.389795098025868,-82.88655484070101
,14.045,0.28314550617392714,0.6918258768901047,-0.6627888066895523,-0.043778717726624686,151.71265164967787,-18.346135362150083,-82.88359129078218
,14.05,0.2828381127631345,0.6919802256726886,-0.6627459464265596,-0.04397476255452742,151.72597182501934,-18.302886899335817,-82.88056147290334
,14.055,0.28253320136750965,0.6921336656890711,-0.6627029017097171,-0.044168348512896104,151.73923306525805,-18.260047503570437,-82.87746585606835
,14.06,0.2822307602835742,0.6922862041477024,-0.6626596752120979,-0.04435948990146942,151.75243565129017,-18.217614952373868,-82.87430490913415
,14.065,0.28193077768002667,0.6924378482388984,-0.6626162695717964,-0.044548201105949196,151.76557986477897,-18.17558700737251,-82.87107910074528
,14.07,0.2813216121201478,0.6925456157112317,-0.6628179715858502,-0.04371564086332266,151.8886518192705,-18.202712378735406,-82.89353064946059
,14.075,0.28071443678237407,0.6926532602438391,-0.6630166191982715,-0.042893224668113177,152.0107324750595,-18.22904266697772,-82.91581084386901
,14.08,0.2801092760968683,0.6927607922680147,-0.6632122439450047,-0.04208084626184182,152.13182704750312,-18.254589749687515,-82.93791646503836
,14.085,0.27950615377878407,0.692868221819356,-0.6634048770358485,-0.041278400135238445,152.2519407824838,-18.279365391375244,-82.95984442477712
,14.09,0.2789050928423148,0.6929755585474703,-0.6635945493568259,-0.040485781533179964,152.3710789547846,-18.303381243350813,-82.98159176282356
,14.095,0.278306115614583,0.6930828117254899,-0.6637812914725951,-0.03970288645910896,152.48924686648803,-18.326648843662504,-83.0031556440658
,14.1,0.2767302522634119,0.6935292986146673,-0.6640120932185957,-0.03905661921794354,152.6894504278261,-18.260065955855794,-83.0369243056536
,14.105,0.2751640864169827,0.6939721612717857,-0.6642373616356292,-0.038419947077166845,152.88775114540297,-18.19329738857118,-83.06997344111477
,14.11,0.27360767873553943,0.6944114330174657,-0.6644571565875831,-0.037792683036849475,153.08416234147717,-18.126367158361244,-83.10230561859089
,14.115,0.2720610917457138,0.6948471455637765,-0.6646715376228174,-0.0371746383186457,153.27869731672723,-18.059299536564215,-83.13392356509794
,14.12,0.27052438993545186,0.6952793290091834,-0.6648805639861012,-0.036565622326379214,153.47136934349345,-17.99211905977844,-83.16483016281234
,14.125,0.26899763983667174,0.6957080118367494,-0.665084294631729,-0.03596544261750084,153.66219165940487,-17.9248505385094,-83.19502844581996
,14.13,0.2672553543368639,0.6958680184667727,-0.6656727987700519,-0.03495713705454726,153.91226200903947,-17.888049515668893,-83.28273810744396
,14.135,0.2655212628315525,0.6960238346977886,-0.6662549241173455,-0.0339655208456046,154.1600211021305,-17.850120110329204,-83.36987266268125
,14.14,0.26379544168997615,0.6961755258254984,-0.6668307412849854,-0.032990372269773825,154.4054792432697,-17.811092995614715,-83.45642494819673
,14.145,0.2620779688157723,0.696323154656882,-0.6674003204055793,-0.03203146691329187,154.64864695882252,-17.770999200014362,-83.54238826275426
,14.15,0.26036892410838963,0.6964667814124201,-0.6679637311326172,-0.03108857730833807,154.88953498214704,-17.729870170327228,-83.6277563547745
,14.155,0.25866838997750874,0.6966064636123896,-0.6685210426422477,-0.030161472517203747,155.12815423848522,-17.687737843759354,-83.71252341010374
,14.16,0.2580906653491093,0.6965369611623549,-0.6688626721042956,-0.029123805724320027,155.26689425576308,-17.739082012073954,-83.7585699910824
,14.165,0.2575138032334468,0.6964678308711135,-0.6692007007011203,-0.02810024709964964,155.4044801786441,-17.789150144905097,-83.80447983927387
,14.17,0.2569378664776201,0.6963990822307305,-0.6695351737201765,-0.02709062918460958,155.5409169520982,-17.837963027016954,-83.85024654527244
,14.175,0.2563629175047349,0.6963307237269681,-0.6698661358202384,-0.026094784988565878,155.67620956885833,-17.885541387860293,-83.89586392621656
,14.18,0.25578901842946405,0.696262762829237,-0.6701936310395266,-0.025112547906250837,155.81036306632618,-17.93190591634367,-83.94132602081869
,14.185,0.2552162311854708,0.6961952059757732,-0.670517702803913,-0.024143751622286012,155.9433825233294,-17.977077277729748,-83.98662708442914
,14.19,0.2547986014950296,0.6964752118637021,-0.6703914726004246,-0.02398385707559654,155.99047807878273,-17.952070146649937,-83.96604709419952
,14.195,0.2543843993019275,0.6967543932368476,-0.6702642973908445,-0.023825711743983086,156.0371063260811,-17.927193347750542,-83.94533323504997
,14.2,0.2539736279993718,0.6970327488039653,-0.6701361869238361,-0.02366927017899678,156.08327084022324,-17.90245097232367,-83.92448657276528
,14.205,0.25356629077342246,0.6973102773274871,-0.6700071508522295,-0.02351448752894394,156.1289751617095,-17.8778470424908,-83.9035081694187
,14.21,0.25316239057275697,0.6975869776340001,-0.6698771987335775,-0.023361319564672543,156.1742227973628,-17.85338550660984,-83.88239908347863
,14.215,0.25276193007836983,0.6978628486246714,-0.6697463400306561,-0.023209722705297586,156.2190172211626,-17.829070234683186,-83.86116036991159
,14.22,0.2522463378946681,0.698244110419748,-0.6695228526951834,-0.023792793063603348,156.2169375560449,-17.730673027692582,-83.8316519664987
,14.225,0.2517388418292477,0.6986212604801073,-0.6692997078620542,-0.024367826645477302,156.21477716051476,-17.63365315429975,-83.80221090531188
,14.23,0.251239342241745,0.6989943682227396,-0.669076912865257,-0.024934930790480998,156.2125362740826,-17.537992323530588,-83.77283595327752
,14.235,0.250747740557643,0.699363501790455,-0.6688544745695614,-0.025494211439168045,156.210215151148,-17.443672479419828,-83.74352589758723
,14.24,0.2502639392645148,0.6997287280759527,-0.6686323993871572,-0.026045773146321925,156.20781406037457,-17.35067579869951,-83.71427954528544
,14.245,0.24978784190785708,0.700090112745497,-0.6684106932937975,-0.026589719094368303,156.2053332840862,-17.258984688466853,-83.68509572286905
,14.25,0.2489116536546058,0.7000679869399717,-0.6687402972947334,-0.027096440926742797,156.25492900223594,-17.156086529203016,-83.74507873521867
,14.255,0.2480461224452599,0.7000412404556884,-0.6690693193293592,-0.027597621877258532,156.30380563652048,-17.05449640761211,-83.8048819498507
,14.26,0.24719116672305008,0.7000099309128721,-0.669397781979851,-0.028093294536406375,156.35197292098272,-16.9542052867787,-83.86451035985124
,14.265,0.24634670141973372,0.699974116373355,-0.6697257072236698,-0.02858349507517968,156.39944052672666,-16.855203541603327,-83.9239688697844
,14.27,0.2455126384457004,0.6999338551750006,-0.670053116433248,-0.02906826278579439,156.44621805210224,-16.757481037476154,-83.98326229189728
,14.275,0.2446888871258962,0.6998892057870122,-0.670380030378016,-0.02954763967369128,156.49231501437518,-16.6610272001914,-84.04239534321106
,14.28,0.24402541366944006,0.6995435143350106,-0.6709707682390541,-0.029811024872936492,156.54591102458858,-16.604260087659803,-84.14130196350008
,14.285,0.24337014484707334,0.699194613536169,-0.671560527908655,-0.030071952949061606,156.59880042094915,-16.548284929048606,-84.24002806851027
,14.29,0.2427229869414614,0.6988425435087151,-0.6721493245693372,-0.030330454554272284,156.65099306891668,-16.49309314471216,-84.33857797151774
,14.295,0.24208384668002672,0.6984873438865127,-0.6727371729911485,-0.03058656049384497,156.70249869496075,-16.438676149579553,-84.43695588649452
,14.3,0.24145263128664796,0.6981290538103359,-0.6733240875411524,-0.03084030167676405,156.7533268873639,-16.38502536206719,-84.53516592989614
,14.305,0.24082924852762252,0.6977677119210397,-0.6739100821928083,-0.031091709071383325,156.80348709717072,-16.332132212090634,-84.63321212248094
,14.31,0.23996990499624982,0.6974108999658829,-0.6745648964192545,-0.0315385767552768,156.8614689766104,-16.245872561513302,-84.74478141295064
,14.315,0.23912136318200192,0.6970495057712695,-0.6752186484041782,-0.031980259868316825,156.9186362409837,-16.160843014220465,-84.85612788357356
,14.32,0.23828348460350002,0.6966835953822386,-0.6758713621688663,-0.032416827273690454,156.97500247847887,-16.077028239311232,-84.96725831256225
,14.325,0.23745613223162979,0.6963132336196344,-0.6765230609826931,-0.0328483471482275,157.03058102744367,-15.994413048632556,-85.07817929045633
,14.33,0.23663917050260902,0.6959384840985758,-0.6771737673829612,-0.03327488696871347,157.08538498115624,-15.912982399685625,-85.18889722528161
,14.335,0.2358324653278392,0.6955594092474717,-0.6778235031942973,-0.03369651350084133,157.13942719254942,-15.832721398029896,-85.29941834758496
,14.34,0.23546130115571912,0.694991608980062,-0.6785026805637537,-0.03433295171058545,157.13862042270677,-15.771406722262862,-85.41606790510049
,14.345,0.23509489157514613,0.6944207721539876,-0.6791816553261859,-0.03496372727144383,157.13767657835777,-15.710996055294341,-85.53272956369385
,14.35,0.2347331595680929,0.6938469353800418,-0.6798604297671079,-0.03558890416671734,157.1366006735868,-15.651477627577641,-85.64940445127039
,14.355,0.2343760292008677,0.6932701346053122,-0.6805390059497874,-0.036208545693545924,157.13539761352996,-15.592839810577036,-85.76609365651005
,14.36,0.23402342561188957,0.6926904051264673,-0.6812173857219207,-0.036822714468094014,157.13407219651083,-15.535071115421376,-85.88279823010416
,14.365,0.23367527499942653,0.6921077816027912,-0.6818955707221331,-0.03743147243085498,157.13262911613293,-15.478160191545804,-85.99951918595205
,14.37,0.23363327258268785,0.6911766840983248,-0.6828197805945753,-0.03804513805894041,157.10871867424825,-15.454141312046376,-86.15580977920389
,14.375,0.23359094468302116,0.6902434752504747,-0.6837433590003045,-0.03865532898866893,157.08500687737907,-15.43050265885884,-86.31218643152971
,14.38,0.2335482780215,0.6893081668956932,-0.6846662999207741,-0.03926207631911363,157.06149371609803,-15.40723945240226,-86.46864865119205
,14.385,0.23350525950080972,0.6883707707328339,-0.6855885973356521,-0.03986541094077308,157.0381791601707,-15.38434694981382,-86.6251959511062
,14.39,0.23346187620578823,0.6874312983243205,-0.6865102452233653,-0.04046536353434821,157.0150631587869,-15.361820445144346,-86.78182784877534
,14.395,0.23341811540384338,0.6864897610973358,-0.6874312375616372,-0.04106196456962267,156.9921456407973,-15.339655269534616,-86.93854386622706
,14.4,0.23321805892921038,0.6852777314880016,-0.6886767351120877,-0.041570689569756285,156.99655353377622,-15.322319203689176,-87.1477124145213
,14.405,0.23301870717034032,0.6840626313287229,-0.6899203648861647,-0.04207717485321647,157.00093794761918,-15.305275305953673,-87.35690591954389
,14.41,0.23282003289182962,0.682844473541913,-0.6911621213492274,-0.04258144254896389,157.00530112590562,-15.288519283074455,-87.56612498261754
,14.415,0.23262200930487958,0.6816232709069342,-0.6924019989266506,-0.04308351456730771,157.00964525599437,-15.272046886978668,-87.77537018791352
,14.42,0.23242461006098658,0.6803990360626557,-0.6936399920052495,-0.04358341260117913,157.01397247005104,-15.25585391447859,-87.98464210284503
,14.425,0.23222780924570416,0.6791717815099647,-0.6948760949346777,-0.04408115812741334,157.01828484605926,-15.239936206974056,-88.19394127845179
,14.43,0.23162944711545022,0.6776646718155287,-0.6965303793845629,-0.044315035784028296,157.08701196338856,-15.22513084017799,-88.47000013594828
,14.435,0.23103488314027606,0.6761526483904396,-0.6981803835545372,-0.04454919602633612,157.15516958408872,-15.21037591353857,-88.74594042616658
,14.44,0.2304440801412766,0.6746357257062183,-0.6998261149444414,-0.04478361721047668,157.222764577201,-15.195673889185795,-89.02176488121063
,14.445,0.22985700073982251,0.6731139182212537,-0.7014675808074475,-0.045018278330826236,157.28980377240342,-15.181027095391554,-89.29747621576843
,14.45,0.229273607380115,0.6715872403784968,-0.7031047881503742,-0.04525315900267428,157.35629395821925,-15.166437730471973,-89.5730771261306
,14.455,0.22869386235091888,0.6700557066032884,-0.7047377437341906,-0.04548823944525699,157.4222418803329,-15.151907866608095,-89.84857028927517
,14.46,0.22924941714038813,0.6682347774183971,-0.7062957334940108,-0.04531361646939123,157.4220737102055,-15.264507971954783,-90.10773389170672
,14.465,0.22979364267405558,0.6664126960767656,-0.7078494322815041,-0.04514622368523596,157.42268114704723,-15.375661936501814,-90.36711553683551
,14.47,0.230326690442085,0.6645894672919821,-0.7093988404439675,-0.0449860068389025,157.4240470012303,-15.485382440415261,-90.62671230476344
,14.475,0.230848710350691,0.6627650949946838,-0.7109439583112148,-0.044832911202508936,157.42615432717432,-15.593682200640654,-90.88652124338029
,14.48,0.2313598507175298,0.6609395823602537,-0.7124847861940805,-0.044686881602892636,157.42898642255636,-15.700573965869136,-91.14653937179351
,14.485,0.23186025826795598,0.6591129318359455,-0.7140213243830422,-0.04454786244958369,157.4325268274675,-15.806070511637547,-91.40676368366215
,14.49,0.23265161515421912,0.6574327065702545,-0.71531344771014,-0.04452116151759111,157.39721245837444,-15.920203137080126,-91.62743186559146
,14.495,0.23342997476572303,0.6557527303203301,-0.7166020488365862,-0.04450064225956193,157.3628152855806,-16.03294062198464,-91.84823061377516
,14.5,0.23419549734095188,0.6540730043198887,-0.7178871408219791,-0.044486257289449375,157.3293189105413,-16.144295565601347,-92.06915964969136
,14.505,0.23494834151621036,0.6523935289565082,-0.7191687363644091,-0.044477958928833515,157.29670715159648,-16.254280568339304,-92.2902186187685
,14.51,0.23568866431900973,0.6507143038043657,-0.7204468478061529,-0.04447569923113949,157.2649640427818,-16.362908227359213,-92.51140709372638
,14.515,0.23641662116261622,0.6490353276561707,-0.7217214871394125,-0.04447943000504733,157.23407383260135,-16.470191132337806,-92.73272457783757
,14.52,0.2357257496535876,0.6475856922342466,-0.723246808532123,-0.0444993945109845,157.32706257286713,-16.45973454232052,-92.99647642463978
,14.525,0.23503951432682363,0.646131211045455,-0.7247680569636599,-0.04452132548639824,157.41931942750463,-16.44919467358065,-93.26013346080012
,14.53,0.23435787548015122,0.6446718957257219,-0.726285246842663,-0.04454518246147159,157.51085239859273,-16.43857614580904,-93.52369865411359
,14.535,0.2336807929928587,0.6432077579232797,-0.7277983922050472,-0.044570925919086145,157.60166945400238,-16.427883389163696,-93.78717496512229
,14.54,0.2330082263584557,0.6417388092948586,-0.7293075067154307,-0.04459851726936295,157.69177852487812,-16.41712064979054,-94.050565345374
,14.545,0.2323401347162438,0.6402650615020615,-0.7308126036687981,-0.044627918824783216,157.7811875032653,-16.406291995217593,-94.31387273578656
,14.55,0.2316001360297883,0.6377720684586264,-0.7332905674708752,-0.04350987638721326,157.99593937312852,-16.508741264669183,-94.73931289135308
,14.555,0.230860138616365,0.6352704900032694,-0.7357558815237032,-0.04240617563890039,158.21001511148316,-16.6087446235536,-95.16510166012426
,14.56,0.23012032081179903,0.6327603282140595,-0.7382086061953108,-0.041316567222935224,158.42340106648038,-16.706347682998636,-95.59122559422215
,14.565,0.22938085341714257,0.630241583920249,-0.7406488018165402,-0.04024080455262222,158.63608454146885,-16.801595298836745,-96.01767197508553
,14.57,0.2286418997428204,0.6277142568360335,-0.7430765285632298,-0.03917864399388597,158.8480537664416,-16.894531541528536,-96.4444287906473
,14.575,0.22790361566721806,0.6251783456890483,-0.7454918463439122,-0.03812984503061248,159.0592978686732,-16.985199669544638,-96.87148471187356
,14.58,0.228326940032251,0.6225402807819422,-0.7476188925913192,-0.03709984770829452,159.16933871952057,-17.170176423579036,-97.25279659993596
,14.585,0.22873751819482604,0.6198982204584798,-0.749735368710043,-0.03608629861453803,159.28008046336407,-17.352257254054603,-97.63472600874915
,14.59,0.22913561920046474,0.617252195424315,-0.7518413105489483,-0.03508901551088374,159.39149431177705,-17.531477012970562,-98.0172604009497
,14.595,0.22952150860527684,0.6146022328897023,-0.7539367542706032,-0.03410781397946978,159.5035521927199,-17.707870723676272,-98.40038745964716
,14.6,0.2298954483652743,0.611948356699648,-0.7560217362886354,-0.033142507639693765,159.61622675189847,-17.8814735430524,-98.78409509857515
,14.605,0.23025769673015586,0.609290587465439,-0.7580962932066646,-0.03219290836284483,159.7294913531003,-18.05232072417584,-99.16837147120417
,14.61,0.23117269342451946,0.6070270514183125,-0.7596394289933811,-0.03202003403890148,159.71767568805416,-18.20041094113744,-99.461136871423
,14.615,0.2320715689226141,0.6047617013797469,-0.7611775761425364,-0.031855439407477974,159.7070440874471,-18.346654760042377,-99.75433408241359
,14.62,0.23295452288635848,0.6024945579396969,-0.7627107365914211,-0.03169905689464549,159.69757513140232,-18.49106783279863,-100.04796039793193
,14.625,0.23382175331591365,0.600225640057205,-0.7642389119768952,-0.03155081796977948,159.68924768941676,-18.633665909325106,-100.34201302065382
,14.63,0.23467345651446467,0.597954965113783,-0.7657621036385986,-0.03141065319785816,159.68204092075487,-18.774464827691574,-100.6364890683113
,14.635,0.23550982705523404,0.5956825489659531,-0.7672803126223621,-0.0312784922905301,159.67593427471812,-18.91348050451733,-100.93138557967569
,14.64,0.23602226254416298,0.5936282784030396,-0.7686938807399268,-0.031759665879361854,159.63784296606323,-18.974715426614893,-101.20727851291147
,14.645,0.23652388617710177,0.5915715683880945,-0.7701038987411124,-0.03224152425475725,159.60072619340755,-19.035237441651805,-101.4834817832729
,14.65,0.2370148066872584,0.5895124212456008,-0.7715103515974252,-0.03272405821667066,159.5645710983448,-19.095050974048615,-101.75999357834954
,14.655,0.2374951316783276,0.5874508390340738,-0.7729132242013587,-0.03320725827160004,159.52936497036848,-19.154160462725837,-102.03681206574213
,14.66,0.23796496762879502,0.5853868235590103,-0.774312501370801,-0.033691114641875644,159.49509524604764,-19.21257035937018,-102.31393539433847
,14.665,0.2384244198965207,0.5833203763854904,-0.7757081678533403,-0.034175617274767055,159.46174950818033,-19.270285126749354,-102.59136169555956
,14.67,0.23836621314744183,0.5812756651567631,-0.7772508695437824,-0.03436910414522603,159.49854998021306,-19.304277044852128,-102.8939049988505
,14.675,0.2383034848618661,0.5792273615701805,-0.778789036340329,-0.03456514989464665,159.53553772213772,-19.337626504381387,-103.19663626770667
,14.68,0.23823628111229775,0.5771754598398927,-0.7803226554668423,-0.034763720824536076,159.5727073286107,-19.370339243258428,-103.49955386916119
,14.685,0.23816464721213496,0.5751199542483728,-0.7818517141820155,-0.034964783344286675,159.61005350287093,-19.40242095453518,-103.8026562040275
,14.69,0.23808862772253583,0.5730608391496752,-0.7833761997774132,-0.03516830397628394,159.64757105522034,-19.433877285540323,-104.1059417066929
,14.695,0.23800826645934467,0.5709981089726015,-0.7848960995755352,-0.03537424936083219,159.68525490149904,-19.464713837064508,-104.40940884489295
